-10.999562690386341,-9.261887970500787
-9.589033406690818,-10.52530430171419
-10.345897148816158,-9.039717174634317
-10.798014889338159,-11.52715215556832
-10.757187491862963,-10.190618241730341
-10.80905714022659,-8.735997440797068
-9.480025082455986,-12.114357744008863
-10.361101878712223,-11.596312110766934
-13.127868762126067,-11.894618560766562
-10.81168352189415,-12.777518689153368
-10.74497669275937,-11.679482179571433
-11.778667380042009,-13.138349487740436
-12.957364191666244,-13.368274663155313
-12.589909910379072,-12.61776415924028
-13.636216785382922,-12.25260284070529
-12.613196654619404,-11.099820218824057
-13.857589115346396,-15.295430156989925
-12.41535164666457,-13.750196884167305
-14.107280219955756,-13.344002031901233
-13.798886992978783,-14.370867727780354
-14.255772629151462,-12.594094902221515
-14.473262585932813,-15.073820116981402
-13.619658521342643,-15.567762235105345
-13.391487373640997,-16.206820245524675
-14.75474064962109,-14.451916159227283
-13.962101216511991,-14.869521656766658
-15.819332548033593,-13.578935757794175
-15.307951330148521,-14.462855671114223
-14.78217372240833,-16.18448394712922
-16.925849955537487,-13.660680060209913
-15.295908810747152,-16.16673688022213
-14.857906205975784,-16.18306219813755
-16.387956787121205,-16.882442412318795
-14.988355330199663,-16.450151649543265
-15.785335965192273,-15.567347398276983
-14.099454673852417,-15.399398383246195
-14.385428010216858,-13.646196734073504
-15.507859381634699,-14.862363460420662
-16.173776584190055,-15.362924911979075
-16.330091593279178,-17.60127657923989
-16.629473421606434,-16.764317313176143
-17.03322718895124,-15.90598532744685
-14.613756752108099,-16.802318113157384
-16.60036900890224,-16.199111065234828
-17.20502284121336,-16.55524561424145
-16.93833683124328,-17.332782924667978
-18.03167057544993,-16.380030410960064
-17.82416533016107,-16.263425893296418
-17.24721689482146,-16.464554512955075
-17.74909054757992,-17.37404242653422
-17.706682269051385,-17.49289354852856
-17.907908706379676,-15.2782082460233
-18.052172039600123,-17.273893525888006
-18.15005728695934,-17.56092430052073
-17.811839485674394,-17.610523780013146
-17.489801948317915,-17.428127248052036
-17.546464276088813,-18.680234617703036
-17.487032471824982,-18.270433760386986
-17.054970178185986,-17.926978950407428
-17.353441271430214,-15.512852598350975
-16.4376101491474,-16.63663372127403
-16.21613224208538,-15.675668199251632
-18.45008157230122,-17.534416238683804
-17.032511032950907,-16.074654883403905
-17.454213739811102,-17.577222363393037
-17.376808869258234,-15.681687128159425
-17.456537815829364,-17.477426025252637
-18.000534952540452,-17.14468095386037
-17.469932624688855,-15.281230457952965
-18.09761012073109,-18.535598923450937
-16.741274524909056,-18.16388925742273
-15.898853112661346,-16.25976430654308
-18.09141386127244,-16.828302317252803
-17.512347708968175,-17.323154717791116
-16.440267963825022,-15.46161358005758
-14.570516898339005,-16.268205938639518
-17.285152483017164,-17.825773599052624
-17.351445677064312,-17.68137290699033
-15.50039090857037,-16.511130944046478
-16.512662895799796,-16.274991042319247
-15.431095620049916,-15.912365431128677
-17.23188940224437,-17.464853382503797
-17.863063415116653,-16.66757321238575
-16.82283354155188,-16.64596650992033
-16.156336671905635,-17.536665981797203
-15.555285298332082,-17.023599937913847
-16.084677957590646,-16.480890746281855
-15.365214627157783,-17.401630851558743
-15.039004523068797,-16.074025687275007
-15.214854958683869,-12.032492059795537
-13.265056799012129,-14.53996699984074
-15.332190698619181,-15.731371320639669
-13.463559767869228,-17.125844118340638
-13.875309864015385,-13.607062375588923
-16.307465515737217,-15.107289956687225
-14.821276743489756,-13.3618694340134
-13.787995954267162,-13.630941865115359
